,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,total_asset,total_liability,cash_flow_operation,cash_flow_financing,DPS,month,year,EPS,cash_flow_investment,depreciation,dividend,P/E,ROA%,ROAA%,ROE%,ROAE%,ROCE%,number_of_shares,return_old
2004-03-31,19.66,,,,,,,8.7,8.24,-6.37,49.23,0.0,1041.4,22.56,27.03,0.0,0.0,3,2004,,,,,,,,,,,,
2004-06-30,19.38,,,,,,,8.75,8.339999999999998,-6.489999999999999,42.58,0.0,1033.39,22.32,12.14,-18.8,0.19,6,2004,,,,,,,,,,,,
2004-09-30,19.800000000000004,,,,,,,8.4,8.190000000000001,-5.539999999999999,43.69,0.0,1048.52,36.83,12.119999999999997,-11.0,0.3,9,2004,,,,,,,,,,,,
2004-12-31,38.099999999999994,,,,,,,8.2,18.12,-16.82,33.43,0.0,1044.28,26.53,-976.56,988.5,0.41,12,2004,,,,,,,,,,,,
2005-03-31,21.78,,,,,,,8.95,8.27,-0.82,38.02,0.0,1045.94,27.18,17.1,-12.5,0.13,3,2005,,,,,,,,,,,,
2005-06-30,25.299999999999997,,,,,,,8.7,8.969999999999999,-1.1099999999999999,37.1,0.0,1045.52,23.93,12.57,-13.5,0.26,6,2005,,,,,,,,,,,,
2005-09-30,22.239999999999995,,,,,,,8.9,8.610000000000003,-0.95,50.31,0.0,1162.07,23.05,29.21,-16.0,0.42,9,2005,,,,,,,,,,,,
2005-12-31,26.16000000000001,,,,,,,9.0,12.649999999999999,-0.8300000000000001,57.06,0.0,1167.86,28.32,19.749999999999993,-13.0,0.55,12,2005,,,,,,,,,,,,
2006-03-31,22.54,,,,,,,9.0,8.47,-0.83,12.83,0.0,1168.43,28.83,-30.22,-14.0,0.14,3,2006,,,,,,,,,,,,
2006-06-30,24.490000000000002,,,,,,,9.0,9.24,-0.89,11.56,0.0,1166.06,24.71,12.219999999999999,-13.5,0.28,6,2006,,,,,,,,,,,,
2006-09-30,22.909999999999997,,,,,,,8.9,9.14,-0.8899999999999999,24.24,0.0,1173.1,24.4,27.689999999999998,-15.0,0.43,9,2006,,,,,,,,,,,,
2006-12-31,26.67,,,,,,,8.8,13.07,-0.8500000000000001,41.28,0.0,1177.52,28.72,30.53,-13.5,0.56,12,2006,,,,,,,,,,,,
2007-03-31,22.81,,,,,,,8.7,8.91,-1.12,41.97,0.0,1178.46,30.27,15.19,-14.5,0.15,3,2007,,,,,,,,,,,,
2007-06-30,24.44,,,,,,,8.95,9.05,-0.6699999999999999,22.91,0.0,1175.99,25.91,-5.549999999999999,-13.5,0.28,6,2007,,,,,,,,,,,,
2007-09-30,23.909999999999997,,,,,,,8.85,11.119999999999997,-2.95,12.79,0.0,1195.52,27.36,4.879999999999999,-15.0,0.43,9,2007,,,,,,,,,,,,
2007-12-31,30.950000000000003,,,,,,,8.7,14.579999999999998,-2.1399999999999997,12.53,0.0,1204.58,32.56,11.43,-12.5,0.56,12,2007,,,,,,,,,,,,
2008-12-31,12.540000000000006,,,,,,,7.5,-3.219999999999999,3.37,27.93,0.0,1259.03,34.28,61.42999999999999,-16.5,0.72,12,2008,,,,,,,,,,,,
2009-12-31,-0.7900000000000063,,,,,,,9.0,1.6200000000000045,3.51,25.49,0.0,1239.95,34.19,-19.83,2.0,0.7,12,2009,,,,,,,,,,,,
2010-12-31,-3.8700000000000045,,,,,,,9.75,2.4199999999999946,-3.68,8.16,2.1,1251.06,39.13,-13.049999999999997,-1.0,0.71,12,2010,,,,,,,,,,,,
2011-12-31,-3.509999999999991,,,,,,,9.3,-2.789999999999999,-0.04999999999999982,40.72,0.17,1254.79,35.95,37.269999999999996,11.799999999999997,0.59,12,2011,,,,,,,,,,,,
2012-12-31,2.839999999999989,,,,,,,9.9,4.82,-0.5500000000000003,11.52,1.95,1253.14,33.09,-52.97,-8.799999999999997,0.68,12,2012,,,,,,,,,,,,
2013-12-31,4.810000000000002,,,,,,,9.8,3.3300000000000054,1.7100000000000004,6.24,3.41,1262.09,36.17,16.11,7.810000000000002,0.6,12,2013,,,,,,,,,,,,
2014-12-31,1.8400000000000034,,,,,,,9.75,-4.670000000000002,2.23,5.75,0.65,1246.48,34.67,1.8200000000000003,2.969999999999999,0.57,12,2014,,,,,,,,,,,,
2015-12-31,0.5900000000000034,,,,,,,9.5,2.969999999999999,-0.04999999999999999,9.07,0.28,1260.47,34.23,9.29,-5.480000000000004,0.63,12,2015,,,,,,,,,,,,
2016-12-31,1.519999999999996,,,,,,,10.2,2.460000000000001,0.09000000000000002,13.96,0.26,1267.81,38.38,2.3700000000000045,-0.7999999999999972,0.64,12,2016,,,,,,,,,,,,
