,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2015-03-31,118.54,7.15,0.07,0.0,37.41,9.4,13.73,,109.15,8.88,37.28,30.64,43.99,115.76,129.2,266.25,11.0,77.57,5.99,103.58,14.25,117.83,100.0,148.42,42.88,-8.89,-14.6,4.33,0.0,0.0,0.79,0.07,0.0,0.0,10.76,0.0,19.28,0.0,23.12,6.06,6.03,1.12,0.69,3,2015,0.0,102.14285714285714,7.15
2015-06-30,89.98,2.16,0.020880773361976367,0.0,31.35000000000001,3.17,7.609999999999999,,86.79999999999998,-0.3100000000000005,29.68,32.0,38.02,103.2,132.69,257.66,0.0,81.59,20.91,109.31,7.77,117.08,100.0,140.58,5.969999999999999,-0.7899999999999991,-12.78,4.4399999999999995,0.0,0.0,0.83,0.09,0.0,0.0,3.3502040816326533,0.0,6.14358754027927,0.0,7.860451127819549,4.55,4.46,0.94,0.6,6,2015,0.0,103.44444444444446,9.31
2015-09-30,96.78999999999999,1.1999999999999993,0.011417697431018071,0.0,32.41,2.289999999999999,7.77,5.25,94.49000000000001,1.5700000000000003,67.22,27.18,43.57,148.94,190.68,359.13,0.0,88.12,0.0,92.71,9.52,102.23,130.0,256.89,11.850000000000001,-68.41999999999999,94.11,5.48,114.95312500000006,2.66,0.4,0.1,0.0,0.0,1.3381541389153182,0.0,1.8679352997145566,0.0,2.5484300666032333,3.5,3.44,1.61,1.14,9,2015,0.0,105.1,10.51
2015-12-31,96.85000000000002,2.49,0.02106923076923077,0.0,29.83,2.150000000000002,7.57,3.9,94.70999999999998,0.05999999999999872,47.55,34.15,44.5,135.63,191.81,347.69,0.0,75.84,0.0,79.92,8.49,88.42,130.0,259.28,-12.840000000000003,-6.820000000000007,0.0,5.420000000000002,46.270080321285135,1.96,0.34,0.11,0.0,0.0,2.865415384615385,0.0,3.8384307692307695,0.0,4.8650769230769235,3.29,3.23,1.7,1.14,12,2015,0.0,118.18181818181819,13.0
2016-03-31,97.2,2.92,0.02,0.05,30.71,3.32,8.71,4.08,93.89,2.92,43.23,30.5,40.76,123.53,198.68,343.17,0.0,67.04,0.0,71.86,9.11,80.97,130.0,262.2,3.36,-7.69,0.0,5.39,51.0,2.02,0.31,0.02,0.05,2.5,3.4,4.36,4.44,5.68,4.88,3.02,3.0,1.72,1.15,3,2016,7.300000000000001,146.0,2.92
2016-06-30,69.11999999999999,-9.969999999999999,-0.07070921985815602,-0.0017730496453900709,15.189999999999998,-10.24,-4.620000000000001,3.74,79.33999999999999,-10.84,36.49,22.69,43.73,110.54,204.51,336.42,0.0,76.55,0.0,80.9,11.19,92.09,130.0,244.32,9.64,-9.899999999999999,-6.48,5.62,-13.223169508525576,1.99,0.38,-0.05,0.05,-1.0,-11.879148936170212,-13.180198581560283,-16.347971631205674,-20.703659574468087,-15.329758865248225,-4.26,-4.24,1.37,0.83,6,2016,-0.25,141.0,-7.05
2016-09-30,87.53,-3.330000000000001,-0.02566473988439307,-0.004335260115606936,23.28000000000001,-2.9800000000000004,2.58,4.8,90.52000000000001,-4.08,32.4,28.77,37.18,103.85,202.4,327.2,0.0,70.14,0.0,74.83,11.37,86.21,130.0,240.99,1.9399999999999995,-6.030000000000001,0.0,5.5600000000000005,-46.75675675675675,2.59,0.36,-0.08,0.05,-0.63,-4.067861271676301,-3.695722543352602,-5.530751445086706,-5.3510982658959545,-5.030289017341041,-4.12,-4.09,1.39,0.89,9,2016,-0.5625,129.75,-10.38
2016-12-31,87.23999999999998,-5.209999999999999,-0.040102629890955734,6.41436818473344e-05,21.849999999999994,-3.619999999999999,2.01,4.9,90.86000000000001,-7.050000000000001,46.93,25.92,28.55,107.21,200.21,325.32,0.0,73.12,0.0,78.0,11.55,89.55,130.0,235.78,15.01,-0.46999999999999886,0.0,5.629999999999999,-30.544131477927063,2.7,0.38,-0.12,0.05,-0.42,-6.403053239255931,-5.3737524053880685,-8.835946119307248,-8.421552277100703,-7.312046183450929,-4.65,-4.57,1.37,1.01,12,2016,0.00833333333333286,129.91666666666666,-15.59
2017-03-31,689.16,60.26,0.05,0.0,215.87,83.61,94.39,4.82,605.55,76.43,151.85,582.63,3836.17,4751.15,328.23,7399.45,411.55,281.94,304.41,2165.57,1694.78,3860.36,878.77,3449.38,160.09,-7.03,-129.22,10.78,24.1,1.23,1.12,0.05,0.0,0.0,3.24,8.64,7.0,13.0,6.4,8.84,8.74,2.19,0.42,3,2017,0.0,1205.1999999999998,60.26
2017-06-30,644.9,53.15,0.046865355788731154,0.0,198.65999999999997,69.45,80.73,5.1,575.45,57.59,475.69,586.36,3944.09,5208.86,328.01,7818.26,795.86,326.17,228.68,2310.79,1652.51,3963.3,878.77,3766.03,-3.1100000000000136,-14.219999999999999,341.22,11.28,27.205597365945437,1.19,1.05,0.1,0.0,0.0,2.718190635746407,7.029803368309674,5.64258883696323,10.610316550568733,5.211427563706904,8.62,8.5,2.25,0.55,6,2017,0.0,1134.1,113.41
2017-09-30,660.3900000000001,56.03999999999999,0.046300383593980525,0.0,212.51999999999998,73.41999999999999,85.48000000000002,4.66,586.97,67.44999999999999,908.81,649.24,4337.7,6233.0,334.09,8475.14,782.17,323.1,539.77,2617.29,1221.16,3838.45,878.77,4550.7,-80.11999999999999,-14.310000000000002,527.54,12.059999999999999,25.165018290506783,0.9,0.84,0.14,0.0,0.0,2.6457362053703153,6.812770728828563,4.921069341988787,9.352677485984065,5.119499557391561,8.6,8.5,2.38,0.72,9,2017,0.0,1210.3571428571427,169.45
