,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,total_asset,total_liability,cash_flow_operation,cash_flow_financing,DPS,month,year,EPS,cash_flow_investment,depreciation,dividend,P/E,ROA%,ROAA%,ROE%,ROAE%,ROCE%,number_of_shares,return_old
2007-06-30,,,,,,,,10.0,,,4.84,0.0,2085.14,6.2,,,0.0,6,2007,,,,,,,,,,,,
2007-09-30,33.28,,,,,,,9.95,11.190000000000001,-6.800000000000001,8.54,0.0,2112.32,11.3,3.699999999999818,0.0,0.0,9,2007,,,,,,,,,,,,
2007-12-31,53.03,,,,,,,9.8,5.629999999999999,-1.2899999999999991,3.22,0.0,2486.36,1.74,-5.320000000000164,0.0,0.0,12,2007,,,,,,,,,,,,
2008-12-31,55.849999999999994,,,,,,,7.3,-4.879999999999999,9.04,9.97,0.0,2354.49,1.78,2240.4,-2236.87,0.86,12,2008,,,,,,,,,,,,
2009-12-31,-1.039999999999992,,,,,,,7.6,-0.6000000000000014,0.1499999999999999,17.78,0.0,2342.21,1.13,-22.950000000000017,24.02000000000001,0.74,12,2009,,,,,,,,,,,,
2010-12-31,0.09999999999999432,,,,,,,8.2,0.10000000000000142,-0.08999999999999986,13.58,0.0,2302.91,3.69,-25.0,12.97999999999999,0.68,12,2010,,,,,,,,,,,,
2011-12-31,0.6400000000000148,,,,,,,6.7,-0.05999999999999872,0.06999999999999984,7.91,0.0,2332.98,1.92,18.650000000000006,-20.109999999999985,0.78,12,2011,,,,,,,,,,,,
2012-12-31,-86.94000000000001,,,,,,,7.75,-1.0300000000000011,-3.1699999999999995,15.11,0.0,2253.33,3.66,-32.22,45.06999999999999,0.56,12,2012,,,,,,,,,,,,
2013-12-31,7.969999999999999,,,,,,,5.0,4.390000000000001,-5.710000000000001,49.15,0.0,2266.43,1.23,-26.569999999999993,53.419999999999995,0.3,12,2013,,,,,,,,,,,,
2014-12-31,-21.060000000000002,,,,,,,5.35,-2.9800000000000004,1.4900000000000002,41.92,0.0,2028.24,1.62,-46.11,4.840000000000003,0.28,12,2014,,,,,,,,,,,,
2015-12-31,15.050000000000011,,,,,,,5.4,-6.57,5.99,42.38,4.22,2049.53,3.02,17.78,-10.089999999999996,0.16,12,2015,,,,,,,,,,,,
2016-12-31,7.039999999999992,,,,,,,6.6,-0.33999999999999986,0.3799999999999999,49.42,2.92,2038.72,3.95,13.590000000000003,-7.010000000000005,0.36,12,2016,,,,,,,,,,,,
