,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2014-06-30,,,,,,,,,,,20.25,88.93,3.68,149.14,17.35,176.56,0.0,50.45,0.0,50.49,4.43,54.92,85.0,121.64,,,,,,0.0,0.45,0.06,0.0,0.0,,,,,,8.03,7.87,2.95,2.88,6,2014,,165.16666666666669,9.91
2014-09-30,60.53,7.710000000000001,0.04375709421112373,0.0,18.839999999999996,9.76,10.42,3.14,50.78,8.74,45.47,71.97,9.3,208.55,16.76,236.92,0.0,42.62,0.0,43.14,4.83,47.96,115.0,188.96,10.64,-45.019999999999996,59.599999999999994,0.6599999999999997,17.93994811932555,1.91,0.25,0.1,0.0,0.0,13.02211123723042,0.0,16.312644721906928,0.0,19.98824063564132,9.63,9.45,4.83,4.62,9,2014,0.0,176.2,17.62
2014-12-31,46.59,2.84,0.015268817204301075,0.0,12.270000000000003,3.830000000000002,4.510000000000002,3.32,42.75,2.039999999999999,30.5,61.07,5.18,197.14,16.94,224.15,0.0,26.81,0.0,27.14,5.22,32.36,115.0,191.79,0.45999999999999996,-15.43,0.0,0.6800000000000002,54.35588028169014,1.99,0.17,0.11,0.0,0.0,5.069247311827957,0.0,5.924301075268817,0.0,7.317927663734115,8.99,8.78,7.26,7.07,12,2014,0.0,186.0,20.46
2015-03-31,40.81,1.4,0.01,0.0,11.0,1.94,2.58,3.12,38.87,0.82,44.21,42.49,3.37,199.55,16.39,225.52,0.0,26.35,0.0,26.68,5.8,32.48,115.0,193.03,24.22,-10.51,0.0,0.64,78.0,1.86,0.17,0.01,0.0,0.0,2.48,0.0,2.92,0.0,3.92,3.53,3.43,7.48,7.35,3,2015,0.0,140.0,1.4
2015-06-30,39.099999999999994,0.16000000000000014,0.0010256410256410265,0.04,9.43,0.3500000000000001,0.9499999999999997,3.0,38.74,-0.6399999999999999,33.02,45.28,7.64,192.87,15.89,219.16,0.0,28.97,0.0,28.98,6.18,35.16,115.0,184.0,-4.669999999999998,2.66,-9.18,0.6,731.2499999999993,1.88,0.19,0.01,0.04,4.0,0.2912820512820515,0.47589743589743627,0.348717948717949,0.41846153846153883,0.4923076923076927,2.01,1.95,6.66,6.39,6,2015,6.24,156.0,1.56
2015-09-30,83.1,8.17,0.033586844809866394,0.014347379239465571,19.310000000000002,10.190000000000001,10.84,2.64,72.92,9.790000000000001,5.58,80.55,4.13,198.48,17.12,247.07,0.0,48.33,0.0,48.35,6.55,54.9,115.0,192.17,-8.63,-18.799999999999997,0.0,0.6499999999999999,19.650550795593638,1.58,0.29,0.04,0.04,1.0,13.233216855087358,17.33081192189106,16.99494347379239,17.162877697841726,21.09253854059609,6.06,5.97,4.11,4.02,9,2015,3.49,243.25,9.73
2015-12-31,42.55000000000001,2.1799999999999997,0.009151973131821997,-0.0008480268681780016,10.989999999999995,2.76,3.450000000000001,2.24,39.78999999999999,0.8300000000000001,17.01,50.68,6.46,194.33,16.99,231.56,0.0,30.19,0.0,30.21,7.0,37.21,115.0,194.35,3.460000000000001,7.969999999999999,0.0,0.6900000000000002,61.18899082568808,1.33,0.19,0.05,0.04,0.8,3.7632913518052047,4.898136020151133,4.488127623845507,4.517413937867338,5.542434928631402,5.92,5.79,6.43,6.22,12,2015,-0.20199999999999996,238.2,11.91
2016-03-31,74.88,2.07,0.01,0.0,12.26,2.58,3.28,2.32,72.3,1.56,2.86,89.8,10.39,213.82,16.8,249.15,0.0,45.66,0.0,45.68,7.37,53.04,115.0,196.1,-25.95,11.8,0.0,0.7,58.0,1.36,0.27,0.01,0.0,0.0,3.32,4.36,4.24,4.24,5.08,2.8,2.76,4.68,4.45,3,2016,0.0,206.99999999999997,2.07
2016-06-30,60.74000000000001,1.8200000000000003,0.009357326478149101,0.04,11.85,2.2,2.8800000000000003,2.12,58.540000000000006,0.6600000000000001,8.32,128.63,7.36,287.04,16.47,336.91,0.0,66.64,0.0,86.73,61.46,148.19,115.0,188.72,-18.040000000000003,12.620000000000001,10.88,0.6799999999999999,56.64010989010988,1.29,0.79,0.02,0.04,2.0,2.152185089974293,3.2189203084832907,3.85521850899743,3.9113624678663244,3.5744987146529565,2.92,2.87,3.31,3.22,6,2016,7.78,194.5,3.89
2016-09-30,72.69999999999999,0.81,0.003446808510638298,0.006893617021276596,11.600000000000001,1.2599999999999998,1.959999999999999,2.84,71.44,-0.6200000000000001,3.54,139.96,7.89,270.55,16.39,341.26,0.0,67.75,20.16,88.34,63.39,151.73,115.0,189.53,-20.029999999999994,13.649999999999999,1.5899999999999999,0.7000000000000002,205.98765432098764,1.72,0.8,0.02,0.04,2.0,0.9513191489361702,1.4131914893617021,1.7096170212765958,1.6958297872340427,1.6475744680851065,2.31,2.26,3.06,2.97,9,2016,1.62,235.0,4.7
2016-12-31,108.43,4.579999999999999,0.019741379310344826,-0.0005172413793103492,14.119999999999997,5.249999999999999,5.960000000000001,3.34,103.16999999999999,4.6,35.46,82.69,12.83,261.49,15.81,371.02,0.0,122.29,0.0,169.36,7.55,176.91,115.0,194.12,11.069999999999993,-1.8500000000000014,22.71,0.71,42.296943231441055,1.98,0.91,0.04,0.04,1.0,4.935344827586206,7.40301724137931,9.436379310344828,9.436379310344828,11.055172413793102,2.98,2.93,1.54,1.47,12,2016,-0.120000000000001,231.99999999999997,9.28
2017-03-31,46.19,0.4,0.0,,9.31,1.06,1.74,4.96,45.13,0.27,32.33,82.53,17.21,265.41,15.25,346.71,8.93,104.99,0.0,144.38,5.25,149.62,115.0,197.08,-15.42,18.66,-6.38,0.68,0.0,2.89,0.76,0.0,0.0,0.0,0.48,1.44,0.8,0.8,2.08,0.88,0.87,1.84,1.72,3,2017,,inf,0.4
2017-06-30,22.590000000000003,-5.970000000000001,-0.021436265709156195,,8.35,-6.220000000000001,-5.57,11.9,28.809999999999995,-7.34,39.16,49.33,153.2,277.97,15.67,356.06,3.82,154.95,0.0,159.48,5.47,164.96,115.0,191.11,10.51,31.44,-35.11,0.65,-138.78350083752093,7.16,0.86,-0.02,0.0,0.0,-6.688114901256734,-6.388007181328545,-12.475906642728907,-12.56165170556553,-11.232603231597846,-8.33,-8.1,1.74,0.78,6,2017,,278.5,-5.57
2017-09-30,171.87,-1.5199999999999996,-0.006431593794076162,0.0,18.91,0.4500000000000002,-0.8799999999999999,14.2,171.42000000000002,0.29000000000000004,271.11,43.98,21.07,425.93,27.84,622.12,0.0,78.98,17.67,98.04,59.0,157.04,138.0,465.08,-82.45,-27.82,342.22,-1.33,-551.9588322368422,4.21,0.34,-0.03,0.0,0.0,-0.9776022566995766,-0.8403949224259518,-1.3034696755994355,-1.8608744710860359,-0.7717912552891394,-2.97,-2.95,4.34,4.13,9,2017,0.0,236.33333333333334,-7.09
