,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda
2000-03-31,7.19,-309.48,-2.55,0.0,0.0,-2.39,-0.43
2000-06-30,-44.29,-361.1,-2.9778445524769603,0.0,0.0,-51.46,-49.73
2000-09-30,49.32,-400.02999999999986,-3.2993012394802954,0.0,0.0,-81.66,-80.07
2000-12-31,896.29,201.13999999999987,1.6586814956237697,0.0,0.0,545.3399999999999,546.52
2001-03-31,0.45,-336.42,-2.77,0.0,-0.58,-20.49,-18.96
2001-12-31,3.02,-2978.21,-24.565113270561117,0.0,0.039999999999999925,-1991.99,-1988.61
2002-12-31,594.97,2312.05,30.23297442598097,0.0,-7.659999999999999,1553.32,1552.32
2003-12-31,-543.35,919.6600000000001,1.9963675832127352,0.0,43.56,398.18,394.77
2004-06-30,6.559999999999995,5750.11,8.94905062297188,0.0,-14.689999999999998,77.58,77.11
2004-09-30,343.56,1421.9700000000003,2.212438300165323,0.0,15.420000000000002,326.12,326.15
2004-12-31,12.650000000000034,-20.599999999999454,-0.032057448759010884,0.0,8.219999999999999,-13.75,-13.70999999999998
2005-03-31,72.38,-35.54,-0.06,0.0,34.73,-25.77,-25.72
2005-06-30,160.24,174.88,0.30121429596670013,0.0,80.46000000000001,74.86,74.97
2005-09-30,119.65999999999997,17.52000000000001,0.039092184113221996,0.0,44.97999999999999,25.299999999999997,25.439999999999998
2005-12-31,119.22000000000003,14.289999999999992,0.03423254455156293,0.0,37.53,22.950000000000003,23.10000000000001
2006-03-31,227.55,39.99,0.13,0.0,69.38,48.05,48.2
2006-06-30,146.53999999999996,35.24999999999999,0.11712519936204145,0.0,60.98000000000002,43.78,43.92999999999999
2006-09-30,98.62,6.510000000000005,0.021500917431192677,0.0,30.819999999999993,15.710000000000008,15.900000000000006
2006-12-31,24.260000000000048,-23.259999999999998,-0.07555821507950075,0.0,8.419999999999987,-13.100000000000009,-12.900000000000006
2007-03-31,118.79,16.85,0.06,0.0,50.06,31.85,32.04
2007-06-30,97.74999999999999,1.1699999999999982,0.0038956714761376188,0.0,33.84,16.549999999999997,16.75
